"site","transect","subQuadrat","ID","fl","fs","fps","surv","time","TSF","stage","density","density2","transitionJ","transitionSR","transitionLR"
"siteE",2,10,"CY2.10.7",0,NA,NA,0,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.8",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.9",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.10",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.11",0,NA,NA,0,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.12",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.13",0,NA,NA,0,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.14",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.15",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.16",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.17",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.18",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",2,10,"CY2.10.19",0,NA,NA,1,2012,"one","J",20,400,1,NA,NA
"siteE",2,10,"CY2.10.20",0,NA,NA,1,2012,"one","SD",20,400,NA,NA,NA
"siteE",3,4,"CY3.4.1",0,NA,NA,1,2012,"one","SD",5,25,NA,NA,NA
"siteE",3,4,"CY3.4.2",0,NA,NA,0,2012,"one","SD",5,25,NA,NA,NA
"siteE",3,4,"CY3.4.3",0,NA,NA,1,2012,"one","SD",5,25,NA,NA,NA
"siteE",3,4,"CY3.4.4",0,NA,NA,1,2012,"one","SD",5,25,NA,NA,NA
"siteE",3,4,"CY3.4.5",0,NA,NA,0,2012,"one","SD",5,25,NA,NA,NA
"siteE",3,5,"CY3.5.1",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",3,5,"CY3.5.2",0,NA,NA,1,2012,"one","SD",12,144,NA,NA,NA
"siteE",3,5,"CY3.5.3",0,NA,NA,1,2012,"one","SD",12,144,NA,NA,NA
"siteE",3,5,"CY3.5.4",0,NA,NA,1,2012,"one","SD",12,144,NA,NA,NA
"siteE",3,5,"CY3.5.5",0,NA,NA,1,2012,"one","J",12,144,1,NA,NA
"siteE",3,5,"CY3.5.6",0,NA,NA,1,2012,"one","J",12,144,1,NA,NA
"siteE",3,5,"CY3.5.7",0,NA,NA,1,2012,"one","SD",12,144,NA,NA,NA
"siteE",3,5,"CY3.5.8",0,NA,NA,1,2012,"one","J",12,144,1,NA,NA
"siteE",3,5,"CY3.5.9",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",3,5,"CY3.5.10",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",3,5,"CY3.5.11",0,NA,NA,1,2012,"one","SD",12,144,NA,NA,NA
"siteE",3,5,"CY3.5.12",0,NA,NA,1,2012,"one","J",12,144,1,NA,NA
"siteE",3,6,"CY3.6.1",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.2",0,NA,NA,0,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.3",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.4",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.5",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.6",0,NA,NA,0,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.7",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.8",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.9",0,NA,NA,0,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.10",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.11",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.12",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.13",0,NA,NA,0,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.14",0,NA,NA,0,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.15",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.16",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.17",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.18",0,NA,NA,0,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.19",0,NA,NA,0,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.20",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.21",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.22",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.23",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.24",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.25",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.26",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.27",0,NA,NA,0,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,6,"CY3.6.28",0,NA,NA,1,2012,"one","SD",28,784,NA,NA,NA
"siteE",3,7,"CY3.7.1",0,NA,NA,1,2012,"one","SD",3,9,NA,NA,NA
"siteE",3,7,"CY3.7.2",0,NA,NA,1,2012,"one","J",3,9,0,NA,NA
"siteE",3,7,"CY3.7.3",0,NA,NA,1,2012,"one","J",3,9,1,NA,NA
"siteE",3,8,"CY3.8.1",0,NA,NA,1,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.2",0,NA,NA,0,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.3",0,NA,NA,1,2012,"one","J",16,256,0,NA,NA
"siteE",3,8,"CY3.8.4",0,NA,NA,0,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.5",0,NA,NA,1,2012,"one","J",16,256,1,NA,NA
"siteE",3,8,"CY3.8.6",0,NA,NA,0,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.7",0,NA,NA,1,2012,"one","J",16,256,1,NA,NA
"siteE",3,8,"CY3.8.8",0,NA,NA,1,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.9",0,NA,NA,0,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.10",0,NA,NA,1,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.11",0,NA,NA,0,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.12",0,NA,NA,0,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.13",0,NA,NA,1,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.14",0,NA,NA,1,2012,"one","J",16,256,0,NA,NA
"siteE",3,8,"CY3.8.15",0,NA,NA,0,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,8,"CY3.8.16",0,NA,NA,0,2012,"one","SD",16,256,NA,NA,NA
"siteE",3,9,"CY3.9.1",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.2",0,NA,NA,1,2012,"one","J",47,2209,1,NA,NA
"siteE",3,9,"CY3.9.3",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.4",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.5",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.6",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.7",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.8",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.9",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.10",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.11",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.12",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.13",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.14",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.15",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.16",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.17",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.18",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.19",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.20",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.21",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.22",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.23",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.24",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.25",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.26",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.27",0,NA,NA,1,2012,"one","J",47,2209,1,NA,NA
"siteE",3,9,"CY3.9.28",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.29",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.30",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.31",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.32",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.33",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.34",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.35",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.36",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.37",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.38",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.39",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.40",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.41",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.42",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.43",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.44",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.45",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.46",0,NA,NA,0,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,9,"CY3.9.47",0,NA,NA,1,2012,"one","SD",47,2209,NA,NA,NA
"siteE",3,10,"CY3.10.1",0,NA,NA,0,2012,"one","SD",2,4,NA,NA,NA
"siteE",3,10,"CY3.10.2",0,NA,NA,0,2012,"one","SD",2,4,NA,NA,NA
"siteE",4,9,"CY4.9.1",0,NA,NA,1,2012,"one","SD",1,1,NA,NA,NA
"siteC",1,1,"RY1.1.1",1,2,4,1,2013,"three","LR",3,9,NA,NA,0
"siteC",1,1,"RY1.1.2",1,1,6,0,2013,"three","SR",3,9,NA,NA,NA
"siteC",1,1,"RY1.1.3",1,1,8,1,2013,"three","LR",3,9,NA,NA,0
"siteC",1,2,"RY1.2.2",1,2,5,1,2013,"three","LR",2,4,NA,NA,0
"siteC",1,2,"RY1.2.5",0,NA,NA,1,2013,"three","SR",2,4,NA,1,NA
"siteC",1,6,"RY1.6.3",1,2,4,1,2013,"three","LR",2,4,NA,NA,0
"siteC",1,6,"RY1.6.5",0,NA,NA,1,2013,"three","LR",2,4,NA,NA,0
"siteC",1,7,"RY1.7.1",1,1,6,1,2013,"three","LR",2,4,NA,NA,0
"siteC",1,7,"RY1.7.6",1,1,7,1,2013,"three","LR",2,4,NA,NA,0
"siteC",1,8,"RY1.8.1",1,1,6,0,2013,"three","LR",9,81,NA,NA,NA
"siteC",1,8,"RY1.8.3",1,1,4,1,2013,"three","SR",9,81,NA,0,NA
"siteC",1,8,"RY1.8.4",1,1,4,1,2013,"three","SR",9,81,NA,0,NA
"siteC",1,8,"RY1.8.5",1,1,4,1,2013,"three","SR",9,81,NA,0,NA
"siteC",1,8,"RY1.8.7",1,1,4,1,2013,"three","SR",9,81,NA,1,NA
"siteC",1,8,"RY1.8.17",0,NA,NA,1,2013,"three","SR",9,81,NA,0,NA
"siteC",1,8,"RY1.8.19",1,3,4,1,2013,"three","LR",9,81,NA,NA,0
"siteC",1,8,"RY1.8.20",1,1,5,1,2013,"three","LR",9,81,NA,NA,1
"siteC",1,8,"RY1.8.21",0,NA,NA,1,2013,"three","SR",9,81,NA,0,NA
"siteC",1,9,"RY1.9.1",0,NA,NA,1,2013,"three","LR",1,1,NA,NA,0
"siteC",4,2,"RY4.2.3",0,NA,NA,0,2013,"three","J",1,1,NA,NA,NA
"siteC",4,4,"RY4.2.4",0,NA,NA,0,2013,"three","J",1,1,NA,NA,NA
"siteE",1,1,"CY1.1.1",0,NA,NA,1,2013,"two","J",1,1,1,NA,NA
"siteE",1,4,"CY1.4.1",1,1,5,0,2013,"two","LR",2,4,NA,NA,NA
"siteE",1,4,"CY1.4.2",0,NA,NA,1,2013,"two","J",2,4,1,NA,NA
"siteE",1,5,"CY1.5.1",0,NA,NA,1,2013,"two","J",7,49,0,NA,NA
"siteE",1,5,"CY1.5.2",0,NA,NA,1,2013,"two","J",7,49,1,NA,NA
"siteE",1,5,"CY1.5.3",0,NA,NA,1,2013,"two","J",7,49,1,NA,NA
"siteE",1,5,"CY1.5.7",0,NA,NA,1,2013,"two","J",7,49,1,NA,NA
"siteE",1,5,"CY1.5.9",0,NA,NA,1,2013,"two","J",7,49,1,NA,NA
"siteE",1,5,"CY1.5.10",0,NA,NA,1,2013,"two","J",7,49,1,NA,NA
"siteE",1,5,"CY1.5.11",0,NA,NA,1,2013,"two","SD",7,49,NA,NA,NA
"siteE",1,6,"CY1.6.3",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",1,6,"CY1.6.4",0,NA,NA,0,2013,"two","J",10,100,NA,NA,NA
"siteE",1,6,"CY1.6.5",0,NA,NA,0,2013,"two","J",10,100,1,NA,NA
"siteE",1,6,"CY1.6.9",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",1,6,"CY1.6.12",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",1,6,"CY1.6.16",0,NA,NA,0,2013,"two","J",10,100,NA,NA,NA
"siteE",1,6,"CY1.6.18",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",1,6,"CY1.6.19",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",1,6,"CY1.6.20",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",1,6,"CY1.6.21",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",1,7,"CY1.7.5",0,NA,NA,1,2013,"two","J",14,196,1,NA,NA
"siteE",1,7,"CY1.7.7",0,NA,NA,1,2013,"two","J",14,196,0,NA,NA
"siteE",1,7,"CY1.7.8",0,NA,NA,1,2013,"two","J",14,196,0,NA,NA
"siteE",1,7,"CY1.7.9",0,NA,NA,1,2013,"two","J",14,196,1,NA,NA
"siteE",1,7,"CY1.7.10",0,NA,NA,1,2013,"two","J",14,196,1,NA,NA
"siteE",1,7,"CY1.7.11",0,NA,NA,1,2013,"two","J",14,196,1,NA,NA
"siteE",1,7,"CY1.7.12",0,NA,NA,1,2013,"two","J",14,196,0,NA,NA
"siteE",1,7,"CY1.7.13",0,NA,NA,1,2013,"two","J",14,196,1,NA,NA
"siteE",1,7,"CY1.7.14",0,NA,NA,1,2013,"two","J",14,196,0,NA,NA
"siteE",1,7,"CY1.7.15",0,NA,NA,1,2013,"two","J",14,196,1,NA,NA
"siteE",1,7,"CY1.7.18",0,NA,NA,1,2013,"two","J",14,196,0,NA,NA
"siteE",1,7,"CY1.7.19",0,NA,NA,1,2013,"two","J",14,196,0,NA,NA
"siteE",1,7,"CY1.7.20",0,NA,NA,1,2013,"two","J",14,196,1,NA,NA
"siteE",1,7,"CY1.7.21",0,NA,NA,1,2013,"two","J",14,196,0,NA,NA
"siteE",1,8,"CY1.8.3",0,NA,NA,1,2013,"two","J",54,2916,1,NA,NA
"siteE",1,8,"CY1.8.4",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.6",0,NA,NA,1,2013,"two","J",54,2916,1,NA,NA
"siteE",1,8,"CY1.8.9",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.11",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.14",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.16",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.17",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.22",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.24",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.25",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.29",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.30",0,NA,NA,1,2013,"two","J",54,2916,1,NA,NA
"siteE",1,8,"CY1.8.32",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.33",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.37",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.38",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.40",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.42",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.43",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.44",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.45",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.47",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.54",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.55",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.58",0,NA,NA,1,2013,"two","J",54,2916,1,NA,NA
"siteE",1,8,"CY1.8.61",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.65",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.70",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.74",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.75",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.76",0,NA,NA,1,2013,"two","J",54,2916,1,NA,NA
"siteE",1,8,"CY1.8.77",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.78",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.79",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.80",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.82",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.84",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.85",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.86",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.87",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.88",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.89",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.91",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.92",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.97",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.98",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.99",0,NA,NA,0,2013,"two","J",54,2916,NA,NA,NA
"siteE",1,8,"CY1.8.102",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.104",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.105",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.106",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.107",0,NA,NA,1,2013,"two","J",54,2916,0,NA,NA
"siteE",1,8,"CY1.8.109",0,NA,NA,1,2013,"two","J",54,2916,1,NA,NA
"siteE",1,9,"CY1.9.1",0,NA,NA,1,2013,"two","J",4,16,1,NA,NA
"siteE",1,9,"CY1.9.2",0,NA,NA,1,2013,"two","J",4,16,1,NA,NA
"siteE",1,9,"CY1.9.7",0,NA,NA,1,2013,"two","SR",4,16,NA,0,NA
"siteE",1,9,"CY1.9.11",0,NA,NA,1,2013,"two","J",4,16,1,NA,NA
"siteE",1,10,"CY1.10.1",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.5",0,NA,NA,0,2013,"two","J",39,1521,NA,NA,NA
"siteE",1,10,"CY1.10.6",0,NA,NA,0,2013,"two","J",39,1521,NA,NA,NA
"siteE",1,10,"CY1.10.7",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.9",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.12",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.14",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.18",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.20",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.21",0,NA,NA,0,2013,"two","J",39,1521,NA,NA,NA
"siteE",1,10,"CY1.10.22",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.23",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.25",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.26",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.27",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.28",0,NA,NA,0,2013,"two","J",39,1521,NA,NA,NA
"siteE",1,10,"CY1.10.29",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.30",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.31",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.32",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.33",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.34",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.36",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.37",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.38",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.39",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.40",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.41",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.42",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.43",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.44",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.45",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.46",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.51",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.52",0,NA,NA,1,2013,"two","J",39,1521,1,NA,NA
"siteE",1,10,"CY1.10.53",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.54",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.56",0,NA,NA,1,2013,"two","J",39,1521,0,NA,NA
"siteE",1,10,"CY1.10.58",0,NA,NA,0,2013,"two","J",39,1521,NA,NA,NA
"siteE",2,3,"CY2.3.1",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",2,3,"CY2.3.3",0,NA,NA,0,2013,"two","J",10,100,0,NA,NA
