"ID","year","stage_surv","transRA","recruits","season","surv"
905,"2008","RA",1,NA,"winter",1
905,"2008","RA",NA,5,"summer",1
1024,"2008","J",NA,NA,"winter",1
1024,"2008","Y",NA,NA,"summer",1
1025,"2008","J",NA,NA,"winter",0
1025,"2008",NA,NA,NA,"summer",NA
1026,"2008","J",NA,NA,"winter",1
1026,"2008","Y",NA,NA,"summer",0
1027,"2008","J",NA,NA,"winter",1
1027,"2008","Y",NA,NA,"summer",1
1028,"2008","J",NA,NA,"winter",0
1028,"2008",NA,NA,NA,"summer",NA
1029,"2008","J",NA,NA,"winter",1
1029,"2008","Y",NA,NA,"summer",0
1030,"2008","J",NA,NA,"winter",0
1030,"2008",NA,NA,NA,"summer",NA
1031,"2008","J",NA,NA,"winter",0
1031,"2008",NA,NA,NA,"summer",NA
1032,"2008","J",NA,NA,"winter",1
1032,"2008","Y",NA,NA,"summer",1
1033,"2008","J",NA,NA,"winter",0
1033,"2008",NA,NA,NA,"summer",NA
1034,"2008","J",NA,NA,"winter",0
1034,"2008",NA,NA,NA,"summer",NA
1035,"2008","J",NA,NA,"winter",0
1035,"2008",NA,NA,NA,"summer",NA
1036,"2008","J",NA,NA,"winter",1
1036,"2008","Y",NA,NA,"summer",1
1037,"2008","J",NA,NA,"winter",0
1037,"2008",NA,NA,NA,"summer",NA
1038,"2008","J",NA,NA,"winter",0
1038,"2008",NA,NA,NA,"summer",NA
1039,"2008","J",NA,NA,"winter",1
1039,"2008","Y",NA,NA,"summer",0
1040,"2008","J",NA,NA,"winter",0
1040,"2008",NA,NA,NA,"summer",NA
846,"2008","RA",1,NA,"winter",1
846,"2008","RA",NA,2,"summer",1
848,"2008",NA,NA,NA,"winter",1
848,"2008","RA",NA,5,"summer",1
916,"2008","RA",NA,NA,"winter",1
916,"2008",NA,NA,NA,"summer",0
920,"2008","NRA",1,NA,"winter",1
920,"2008","RA",NA,1,"summer",1
983,"2008","Y",NA,NA,"winter",0
983,"2008",NA,NA,NA,"summer",NA
1041,"2008","J",NA,NA,"winter",0
1041,"2008",NA,NA,NA,"summer",NA
985,"2008","Y",NA,NA,"winter",NA
985,"2008",NA,NA,NA,"summer",NA
1042,"2008","J",NA,NA,"winter",0
1042,"2008",NA,NA,NA,"summer",NA
989,"2008","Y",0,NA,"winter",1
989,"2008","NRA",NA,NA,"summer",1
1043,"2008","J",NA,NA,"winter",1
1043,"2008","Y",NA,NA,"summer",1
991,"2008","Y",NA,NA,"winter",NA
991,"2008",NA,NA,NA,"summer",NA
992,"2008","Y",NA,NA,"winter",0
992,"2008",NA,NA,NA,"summer",NA
854,"2008","RA",1,NA,"winter",1
854,"2008","RA",NA,NA,"summer",1
858,"2008","NRA",NA,NA,"winter",0
858,"2008",NA,NA,NA,"summer",NA
994,"2008","Y",NA,NA,"winter",0
994,"2008",NA,NA,NA,"summer",NA
995,"2008","RA",NA,NA,"winter",0
995,"2008",NA,NA,NA,"summer",NA
996,"2008","Y",NA,NA,"winter",0
996,"2008",NA,NA,NA,"summer",NA
997,"2008","Y",NA,NA,"winter",0
997,"2008",NA,NA,NA,"summer",NA
999,"2008","Y",0,NA,"winter",1
999,"2008","NRA",NA,NA,"summer",1
1044,"2008","J",NA,NA,"winter",0
1044,"2008",NA,NA,NA,"summer",NA
1045,"2008","J",NA,NA,"winter",1
1045,"2008","Y",NA,NA,"summer",0
1046,"2008","J",NA,NA,"winter",0
1046,"2008",NA,NA,NA,"summer",NA
1047,"2008","J",NA,NA,"winter",1
1047,"2008","Y",NA,NA,"summer",1
1048,"2008","J",NA,NA,"winter",0
1048,"2008",NA,NA,NA,"summer",NA
1049,"2008","J",NA,NA,"winter",0
1049,"2008",NA,NA,NA,"summer",NA
1050,"2008","J",NA,NA,"winter",0
1050,"2008",NA,NA,NA,"summer",NA
1051,"2008","J",NA,NA,"winter",0
1051,"2008",NA,NA,NA,"summer",NA
1052,"2008","J",NA,NA,"winter",1
1052,"2008","Y",NA,NA,"summer",0
1053,"2008","J",NA,NA,"winter",1
1053,"2008","Y",NA,NA,"summer",1
1054,"2008","J",NA,NA,"winter",0
1054,"2008",NA,NA,NA,"summer",NA
1055,"2008","J",NA,NA,"winter",0
1055,"2008",NA,NA,NA,"summer",NA
1056,"2008","J",NA,NA,"winter",0
1056,"2008",NA,NA,NA,"summer",NA
1057,"2008","J",NA,NA,"winter",1
1057,"2008","Y",NA,NA,"summer",1
1058,"2008","J",NA,NA,"winter",0
1058,"2008",NA,NA,NA,"summer",NA
1059,"2008","J",NA,NA,"winter",0
1059,"2008",NA,NA,NA,"summer",NA
1060,"2008","J",NA,NA,"winter",0
1060,"2008",NA,NA,NA,"summer",NA
1061,"2008","J",NA,NA,"winter",1
1061,"2008","Y",NA,NA,"summer",0
1062,"2008","J",NA,NA,"winter",0
1062,"2008",NA,NA,NA,"summer",NA
1063,"2008","J",NA,NA,"winter",0
1063,"2008",NA,NA,NA,"summer",NA
1064,"2008","J",NA,NA,"winter",0
1064,"2008",NA,NA,NA,"summer",NA
1065,"2008","J",NA,NA,"winter",0
1065,"2008",NA,NA,NA,"summer",NA
1066,"2008","J",NA,NA,"winter",0
1066,"2008",NA,NA,NA,"summer",NA
1067,"2008","J",NA,NA,"winter",1
1067,"2008","Y",NA,NA,"summer",1
1068,"2008","J",NA,NA,"winter",0
1068,"2008",NA,NA,NA,"summer",NA
1069,"2008","J",NA,NA,"winter",0
1069,"2008",NA,NA,NA,"summer",NA
1070,"2008","J",NA,NA,"winter",0
1070,"2008",NA,NA,NA,"summer",NA
1071,"2008","J",NA,NA,"winter",0
1071,"2008",NA,NA,NA,"summer",NA
1072,"2008","J",NA,NA,"winter",0
1072,"2008",NA,NA,NA,"summer",NA
1073,"2008","J",NA,NA,"winter",0
1073,"2008",NA,NA,NA,"summer",NA
1074,"2008","J",NA,NA,"winter",0
1074,"2008",NA,NA,NA,"summer",NA
744,"2008","RA",NA,NA,"winter",0
744,"2008",NA,NA,NA,"summer",NA
539,"2009","RA",NA,NA,"winter",0
539,"2009",NA,NA,NA,"summer",NA
542,"2009","RA",NA,NA,"winter",NA
542,"2009",NA,NA,NA,"summer",NA
686,"2009","RA",1,NA,"winter",1
686,"2009","RA",NA,1,"summer",1
690,"2009","RA",1,NA,"winter",1
690,"2009","RA",NA,3,"summer",1
657,"2009","RA",NA,NA,"winter",NA
657,"2009",NA,NA,NA,"summer",NA
715,"2009","RA",NA,NA,"winter",0
715,"2009",NA,NA,NA,"summer",NA
718,"2009","RA",1,NA,"winter",1
718,"2009","RA",NA,6,"summer",1
933,"2009","NRA",1,NA,"winter",1
933,"2009","RA",NA,2,"summer",1
723,"2009","RA",1,NA,"winter",1
723,"2009","RA",NA,5,"summer",1
759,"2009","RA",1,NA,"winter",1
759,"2009","RA",NA,NA,"summer",1
760,"2009","RA",NA,NA,"winter",0
760,"2009",NA,NA,NA,"summer",NA
761,"2009","RA",1,NA,"winter",1
761,"2009","RA",NA,9,"summer",1
779,"2009","RA",NA,NA,"winter",1
779,"2009",NA,NA,NA,"summer",1
824,"2009","RA",1,NA,"winter",1
824,"2009","RA",NA,5,"summer",1
825,"2009","RA",1,NA,"winter",1
825,"2009","RA",NA,9,"summer",1
868,"2009","RA",NA,NA,"winter",0
868,"2009",NA,NA,NA,"summer",NA
937,"2009","RA",0,NA,"winter",1
937,"2009","NRA",NA,NA,"summer",1
785,"2009",NA,NA,NA,"winter",0
785,"2009",NA,NA,NA,"summer",NA
792,"2009","RA",1,NA,"winter",1
792,"2009","RA",NA,6,"summer",1
793,"2009","RA",1,NA,"winter",1
793,"2009","RA",NA,1,"summer",1
798,"2009","RA",1,NA,"winter",1
798,"2009","RA",NA,4,"summer",1
732,"2009","RA",1,NA,"winter",1
732,"2009","RA",NA,3,"summer",1
1075,"2009","J",NA,NA,"winter",0
1075,"2009",NA,NA,NA,"summer",NA
1076,"2009","J",NA,NA,"winter",1
1076,"2009","Y",NA,NA,"summer",1
1077,"2009","J",NA,NA,"winter",1
1077,"2009","Y",NA,NA,"summer",1
735,"2009","RA",1,NA,"winter",1
735,"2009","RA",NA,4,"summer",1
737,"2009","RA",1,NA,"winter",1
737,"2009","RA",NA,4,"summer",1
742,"2009","RA",1,NA,"winter",1
742,"2009","RA",NA,5,"summer",1
833,"2009","RA",1,NA,"winter",1
833,"2009","RA",NA,NA,"summer",0
838,"2009","RA",1,NA,"winter",1
838,"2009","RA",NA,7,"summer",0
939,"2009",NA,NA,NA,"winter",NA
939,"2009",NA,NA,NA,"summer",NA
882,"2009",NA,NA,NA,"winter",NA
882,"2009",NA,NA,NA,"summer",NA
889,"2009","Y",NA,NA,"winter",NA
889,"2009",NA,NA,NA,"summer",NA
948,"2009","RA",0,NA,"winter",1
948,"2009","NRA",NA,NA,"summer",1
896,"2009","RA",NA,NA,"winter",0
896,"2009",NA,NA,NA,"summer",NA
957,"2009","RA",1,NA,"winter",1
957,"2009","RA",NA,3,"summer",1
958,"2009","RA",1,NA,"winter",1
958,"2009","RA",NA,4,"summer",1
903,"2009","RA",1,NA,"winter",1
903,"2009","RA",NA,6,"summer",1
1006,"2009","Y",NA,NA,"winter",NA
1006,"2009",NA,NA,NA,"summer",NA
1008,"2009",NA,NA,NA,"winter",NA
1008,"2009",NA,NA,NA,"summer",NA
962,"2009","RA",NA,NA,"winter",0
962,"2009",NA,NA,NA,"summer",NA
972,"2009","NRA",1,NA,"winter",1
972,"2009","RA",NA,5,"summer",1
976,"2009","NRA",1,NA,"winter",1
976,"2009","RA",NA,3,"summer",1
977,"2009","NRA",NA,NA,"winter",0
977,"2009",NA,NA,NA,"summer",NA
1019,"2009",NA,NA,NA,"winter",NA
1019,"2009",NA,NA,NA,"summer",NA
1020,"2009","Y",0,NA,"winter",1
1020,"2009","NRA",NA,NA,"summer",1
1022,"2009","Y",NA,NA,"winter",NA
1022,"2009",NA,NA,NA,"summer",NA
1023,"2009","Y",NA,NA,"winter",NA
1023,"2009",NA,NA,NA,"summer",NA
905,"2009","RA",NA,NA,"winter",0
905,"2009",NA,NA,NA,"summer",NA
1024,"2009","Y",1,NA,"winter",1
1024,"2009","RA",NA,4,"summer",1
1025,"2009","Y",NA,NA,"winter",NA
1025,"2009",NA,NA,NA,"summer",NA
1026,"2009","Y",NA,NA,"winter",NA
1026,"2009",NA,NA,NA,"summer",NA
1027,"2009","Y",NA,NA,"winter",0
1027,"2009",NA,NA,NA,"summer",NA
1029,"2009","Y",NA,NA,"winter",NA
1029,"2009",NA,NA,NA,"summer",NA
1032,"2009","Y",NA,NA,"winter",1
1032,"2009",NA,NA,NA,"summer",0
1036,"2009","Y",1,NA,"winter",1
1036,"2009","RA",NA,1,"summer",1
1039,"2009","Y",NA,NA,"winter",NA
1039,"2009",NA,NA,NA,"summer",NA
846,"2009","RA",NA,NA,"winter",0
846,"2009",NA,NA,NA,"summer",NA
848,"2009","RA",1,NA,"winter",1
848,"2009","RA",NA,5,"summer",1
916,"2009",NA,NA,NA,"winter",NA
916,"2009",NA,NA,NA,"summer",NA
920,"2009","RA",1,NA,"winter",1
920,"2009","RA",NA,5,"summer",1
989,"2009","NRA",1,NA,"winter",1
989,"2009","RA",NA,1,"summer",1
1043,"2009","Y",NA,NA,"winter",1
1043,"2009",NA,NA,NA,"summer",0
854,"2009","RA",1,NA,"winter",1
854,"2009","RA",NA,6,"summer",1
997,"2009",NA,NA,NA,"winter",NA
997,"2009",NA,NA,NA,"summer",NA
999,"2009","NRA",NA,NA,"winter",0
999,"2009",NA,NA,NA,"summer",NA
1078,"2009","J",NA,NA,"winter",0
1078,"2009",NA,NA,NA,"summer",NA
1045,"2009","Y",NA,NA,"winter",NA
1045,"2009",NA,NA,NA,"summer",NA
1047,"2009","Y",NA,NA,"winter",0
1047,"2009",NA,NA,NA,"summer",NA
1079,"2009","J",NA,NA,"winter",1
1079,"2009","Y",NA,NA,"summer",1
1052,"2009","Y",NA,NA,"winter",NA
1052,"2009",NA,NA,NA,"summer",NA
1053,"2009","Y",0,NA,"winter",1
1053,"2009","NRA",NA,NA,"summer",0
1080,"2009","J",NA,NA,"winter",1
1080,"2009","Y",NA,NA,"summer",1
1081,"2009","J",NA,NA,"winter",NA
1081,"2009","Y",NA,NA,"summer",NA
1057,"2009","Y",1,NA,"winter",1
1057,"2009","RA",NA,3,"summer",1
1082,"2009","J",NA,NA,"winter",1
1082,"2009","Y",NA,NA,"summer",0
1083,"2009","J",NA,NA,"winter",1
1083,"2009","Y",NA,NA,"summer",1
1061,"2009","Y",NA,NA,"winter",NA
1061,"2009",NA,NA,NA,"summer",NA
1084,"2009","J",NA,NA,"winter",0
1084,"2009",NA,NA,NA,"summer",NA
1085,"2009","J",NA,NA,"winter",1
1085,"2009","Y",NA,NA,"summer",1
1086,"2009","J",NA,NA,"winter",0
1086,"2009",NA,NA,NA,"summer",NA
1087,"2009","J",NA,NA,"winter",0
1087,"2009",NA,NA,NA,"summer",NA
1088,"2009","J",NA,NA,"winter",0
1088,"2009",NA,NA,NA,"summer",NA
1067,"2009","Y",NA,NA,"winter",0
1067,"2009",NA,NA,NA,"summer",NA
1089,"2009","J",NA,NA,"winter",0
1089,"2009",NA,NA,NA,"summer",NA
1090,"2009","J",NA,NA,"winter",1
1090,"2009","Y",NA,NA,"summer",1
1091,"2009","J",NA,NA,"winter",0
1091,"2009",NA,NA,NA,"summer",NA
1092,"2009","J",NA,NA,"winter",0
1092,"2009",NA,NA,NA,"summer",NA
1093,"2009","J",NA,NA,"winter",0
1093,"2009",NA,NA,NA,"summer",NA
1094,"2009","J",NA,NA,"winter",0
1094,"2009",NA,NA,NA,"summer",NA
1095,"2009","J",NA,NA,"winter",1
1095,"2009","Y",NA,NA,"summer",0
1096,"2009","J",NA,NA,"winter",0
1096,"2009",NA,NA,NA,"summer",NA
1097,"2009","J",NA,NA,"winter",0
1097,"2009",NA,NA,NA,"summer",NA
1098,"2009","J",NA,NA,"winter",1
1098,"2009","Y",NA,NA,"summer",1
1099,"2009","J",NA,NA,"winter",1
1099,"2009","Y",NA,NA,"summer",1
1100,"2009","J",NA,NA,"winter",1
1100,"2009","Y",NA,NA,"summer",1
1101,"2009","J",NA,NA,"winter",1
1101,"2009","Y",NA,NA,"summer",1
1102,"2009","J",NA,NA,"winter",1
1102,"2009","Y",NA,NA,"summer",1
1103,"2009","J",NA,NA,"winter",0
1103,"2009",NA,NA,NA,"summer",NA
1104,"2009","J",NA,NA,"winter",0
1104,"2009",NA,NA,NA,"summer",NA
1105,"2009","J",NA,NA,"winter",0
1105,"2009",NA,NA,NA,"summer",NA
1106,"2009","J",NA,NA,"winter",1
1106,"2009","Y",NA,NA,"summer",1
1107,"2009","J",NA,NA,"winter",0
1107,"2009",NA,NA,NA,"summer",NA
1108,"2009","J",NA,NA,"winter",1
1108,"2009","Y",NA,NA,"summer",1
1109,"2009","J",NA,NA,"winter",0
1109,"2009",NA,NA,NA,"summer",NA
1110,"2009","J",NA,NA,"winter",0
1110,"2009",NA,NA,NA,"summer",NA
1111,"2009","J",NA,NA,"winter",1
1111,"2009","Y",NA,NA,"summer",1
1112,"2009","J",NA,NA,"winter",1
1112,"2009","Y",NA,NA,"summer",1
1113,"2009","J",NA,NA,"winter",0
1113,"2009",NA,NA,NA,"summer",NA
1114,"2009","J",NA,NA,"winter",0
1114,"2009",NA,NA,NA,"summer",NA
1115,"2009","J",NA,NA,"winter",0
1115,"2009",NA,NA,NA,"summer",NA
1116,"2009","J",NA,NA,"winter",1
1116,"2009","Y",NA,NA,"summer",1
1117,"2009","J",NA,NA,"winter",1
1117,"2009","Y",NA,NA,"summer",1
1118,"2009","J",NA,NA,"winter",1
1118,"2009","Y",NA,NA,"summer",0
1119,"2009","J",NA,NA,"winter",1
1119,"2009","Y",NA,NA,"summer",1
1120,"2009","J",NA,NA,"winter",0
1120,"2009",NA,NA,NA,"summer",NA
1121,"2009","J",NA,NA,"winter",1
1121,"2009","Y",NA,NA,"summer",1
1122,"2009","J",NA,NA,"winter",1
1122,"2009","Y",NA,NA,"summer",1
1123,"2009","J",NA,NA,"winter",1
1123,"2009","Y",NA,NA,"summer",1
1124,"2009","J",NA,NA,"winter",0
1124,"2009",NA,NA,NA,"summer",NA
1125,"2009","J",NA,NA,"winter",1
1125,"2009","Y",NA,NA,"summer",1
1126,"2009","J",NA,NA,"winter",0
1126,"2009",NA,NA,NA,"summer",NA
1127,"2009","J",NA,NA,"winter",1
1127,"2009","Y",NA,NA,"summer",0
1128,"2009","J",NA,NA,"winter",1
1128,"2009","Y",NA,NA,"summer",1
539,"2010",NA,NA,NA,"winter",NA
539,"2010",NA,NA,NA,"summer",NA
686,"2010","RA",NA,NA,"winter",1
686,"2010",NA,NA,NA,"summer",0
690,"2010","RA",NA,NA,"winter",0
690,"2010",NA,NA,NA,"summer",NA
718,"2010","RA",NA,NA,"winter",0
718,"2010",NA,NA,NA,"summer",NA
933,"2010","RA",0,NA,"winter",1
933,"2010","NRA",NA,NA,"summer",0
723,"2010","RA",0,NA,"winter",1
723,"2010","NRA",NA,NA,"summer",1
1129,"2010","J",NA,NA,"winter",0
1129,"2010",NA,NA,NA,"summer",NA
1130,"2010","J",NA,NA,"winter",0
1130,"2010",NA,NA,NA,"summer",NA
759,"2010","RA",NA,NA,"winter",1
759,"2010",NA,NA,NA,"summer",0
761,"2010","RA",1,NA,"winter",1
761,"2010","RA",NA,NA,"summer",1
1131,"2010","J",NA,NA,"winter",0
1131,"2010",NA,NA,NA,"summer",NA
779,"2010",NA,NA,NA,"winter",0
779,"2010",NA,NA,NA,"summer",NA
1132,"2010","J",NA,NA,"winter",0
1132,"2010",NA,NA,NA,"summer",NA
1133,"2010","J",NA,NA,"winter",0
1133,"2010",NA,NA,NA,"summer",NA
1134,"2010","J",NA,NA,"winter",0
1134,"2010",NA,NA,NA,"summer",NA
1135,"2010","J",NA,NA,"winter",0
1135,"2010",NA,NA,NA,"summer",NA
1136,"2010","J",NA,NA,"winter",0
1136,"2010",NA,NA,NA,"summer",NA
1137,"2010","J",NA,NA,"winter",0
1137,"2010",NA,NA,NA,"summer",NA
824,"2010","RA",NA,NA,"winter",1
824,"2010",NA,NA,NA,"summer",1
825,"2010","RA",NA,NA,"winter",0
825,"2010",NA,NA,NA,"summer",NA
937,"2010","NRA",NA,NA,"winter",0
937,"2010",NA,NA,NA,"summer",NA
792,"2010","RA",NA,NA,"winter",0
792,"2010",NA,NA,NA,"summer",NA
793,"2010","RA",NA,NA,"winter",0
793,"2010",NA,NA,NA,"summer",NA
798,"2010","RA",NA,NA,"winter",0
798,"2010",NA,NA,NA,"summer",NA
732,"2010","RA",NA,NA,"winter",0
732,"2010",NA,NA,NA,"summer",NA
1138,"2010","J",NA,NA,"winter",0
1138,"2010",NA,NA,NA,"summer",NA
1076,"2010","Y",0,NA,"winter",1
1076,"2010","NRA",NA,NA,"summer",0
1077,"2010","Y",0,NA,"winter",1
1077,"2010","NRA",NA,NA,"summer",1
735,"2010","RA",1,NA,"winter",1
735,"2010","RA",NA,3,"summer",1
737,"2010","RA",1,NA,"winter",1
737,"2010","RA",NA,5,"summer",1
742,"2010","RA",NA,NA,"winter",0
742,"2010",NA,NA,NA,"summer",NA
833,"2010","RA",NA,NA,"winter",NA
833,"2010",NA,NA,NA,"summer",NA
838,"2010","RA",NA,NA,"winter",NA
838,"2010",NA,NA,NA,"summer",NA
948,"2010","NRA",NA,NA,"winter",0
948,"2010",NA,NA,NA,"summer",NA
957,"2010","RA",0,NA,"winter",1
957,"2010","NRA",NA,NA,"summer",1
958,"2010","RA",NA,NA,"winter",1
958,"2010",NA,NA,NA,"summer",0
903,"2010","RA",1,NA,"winter",1
903,"2010","RA",NA,4,"summer",1
1139,"2010","J",NA,NA,"winter",0
1139,"2010",NA,NA,NA,"summer",NA
972,"2010","RA",NA,NA,"winter",0
972,"2010",NA,NA,NA,"summer",NA
976,"2010","RA",0,NA,"winter",1
976,"2010","NRA",NA,NA,"summer",1
1020,"2010","NRA",0,NA,"winter",1
1020,"2010","NRA",NA,NA,"summer",1
1024,"2010","RA",NA,NA,"winter",0
1024,"2010",NA,NA,NA,"summer",NA
1032,"2010",NA,NA,NA,"winter",NA
1032,"2010",NA,NA,NA,"summer",NA
1036,"2010","RA",NA,NA,"winter",0
1036,"2010",NA,NA,NA,"summer",NA
848,"2010","RA",1,NA,"winter",1
848,"2010","RA",NA,NA,"summer",1
920,"2010","RA",NA,NA,"winter",0
920,"2010",NA,NA,NA,"summer",NA
989,"2010","RA",NA,NA,"winter",0
989,"2010",NA,NA,NA,"summer",NA
1043,"2010",NA,NA,NA,"winter",NA
1043,"2010",NA,NA,NA,"summer",NA
854,"2010","RA",1,NA,"winter",1
854,"2010","RA",NA,NA,"summer",0
1079,"2010","Y",0,NA,"winter",1
1079,"2010","NRA",NA,NA,"summer",1
1053,"2010","NRA",NA,NA,"winter",NA
1053,"2010",NA,NA,NA,"summer",NA
1080,"2010","Y",NA,NA,"winter",0
1080,"2010",NA,NA,NA,"summer",NA
1057,"2010","RA",1,NA,"winter",1
1057,"2010","RA",NA,NA,"summer",0
1082,"2010","Y",NA,NA,"winter",NA
1082,"2010",NA,NA,NA,"summer",NA
1083,"2010","Y",NA,NA,"winter",1
1083,"2010",NA,NA,NA,"summer",0
1140,"2010","Y",NA,NA,"winter",0
1140,"2010",NA,NA,NA,"summer",NA
1141,"2010","J",NA,NA,"winter",0
1141,"2010",NA,NA,NA,"summer",NA
1085,"2010","Y",NA,NA,"winter",0
1085,"2010",NA,NA,NA,"summer",NA
1067,"2010",NA,NA,NA,"winter",NA
1067,"2010",NA,NA,NA,"summer",NA
1142,"2010","J",NA,NA,"winter",0
1142,"2010",NA,NA,NA,"summer",NA
1143,"2010","J",NA,NA,"winter",0
1143,"2010",NA,NA,NA,"summer",NA
1144,"2010","J",NA,NA,"winter",0
1144,"2010",NA,NA,NA,"summer",NA
1145,"2010","J",NA,NA,"winter",0
1145,"2010",NA,NA,NA,"summer",NA
1146,"2010","J",NA,NA,"winter",0
1146,"2010",NA,NA,NA,"summer",NA
1147,"2010","J",NA,NA,"winter",1
1147,"2010","Y",NA,NA,"summer",0
1148,"2010","J",NA,NA,"winter",1
1148,"2010","Y",NA,NA,"summer",1
1149,"2010","J",NA,NA,"winter",0
1149,"2010",NA,NA,NA,"summer",NA
1150,"2010","J",NA,NA,"winter",0
1150,"2010",NA,NA,NA,"summer",NA
1151,"2010","J",NA,NA,"winter",0
1151,"2010",NA,NA,NA,"summer",NA
1152,"2010","J",NA,NA,"winter",0
1152,"2010",NA,NA,NA,"summer",NA
1153,"2010","J",NA,NA,"winter",1
1153,"2010","Y",NA,NA,"summer",1
1154,"2010","J",NA,NA,"winter",0
1154,"2010",NA,NA,NA,"summer",NA
1155,"2010","J",NA,NA,"winter",1
1155,"2010",NA,NA,NA,"summer",0
1156,"2010","J",NA,NA,"winter",0
1156,"2010",NA,NA,NA,"summer",NA
1157,"2010","J",NA,NA,"winter",1
1157,"2010","Y",NA,NA,"summer",1
1158,"2010","J",NA,NA,"winter",0
1158,"2010",NA,NA,NA,"summer",NA
1159,"2010","J",NA,NA,"winter",0
1159,"2010",NA,NA,NA,"summer",NA
1160,"2010","J",NA,NA,"winter",0
1160,"2010",NA,NA,NA,"summer",NA
1161,"2010","J",NA,NA,"winter",0
1161,"2010",NA,NA,NA,"summer",NA
1162,"2010","J",NA,NA,"winter",0
1162,"2010",NA,NA,NA,"summer",NA
1163,"2010","J",NA,NA,"winter",0
1163,"2010",NA,NA,NA,"summer",NA
1164,"2010","J",NA,NA,"winter",0
1164,"2010",NA,NA,NA,"summer",NA
1165,"2010","J",NA,NA,"winter",0
1165,"2010",NA,NA,NA,"summer",NA
1166,"2010","J",NA,NA,"winter",0
1166,"2010",NA,NA,NA,"summer",NA
1167,"2010","J",NA,NA,"winter",1
1167,"2010","Y",NA,NA,"summer",1
1168,"2010","Y",NA,NA,"winter",0
1168,"2010",NA,NA,NA,"summer",NA
1169,"2010","J",NA,NA,"winter",0
1169,"2010",NA,NA,NA,"summer",NA
1170,"2010","J",NA,NA,"winter",0
1170,"2010",NA,NA,NA,"summer",NA
1090,"2010","Y",NA,NA,"winter",0
1090,"2010",NA,NA,NA,"summer",NA
1171,"2010","J",NA,NA,"winter",1
1171,"2010","Y",NA,NA,"summer",1
1172,"2010","J",NA,NA,"winter",0
1172,"2010",NA,NA,NA,"summer",NA
1173,"2010","J",NA,NA,"winter",1
1173,"2010","Y",NA,NA,"summer",1
1174,"2010","J",NA,NA,"winter",0
1174,"2010",NA,NA,NA,"summer",NA
1175,"2010","J",NA,NA,"winter",0
1175,"2010",NA,NA,NA,"summer",NA
1176,"2010","J",NA,NA,"winter",0
1176,"2010",NA,NA,NA,"summer",NA
1177,"2010","J",NA,NA,"winter",0
1177,"2010",NA,NA,NA,"summer",NA
1178,"2010","J",NA,NA,"winter",1
1178,"2010","Y",NA,NA,"summer",1
1179,"2010","J",NA,NA,"winter",0
1179,"2010",NA,NA,NA,"summer",NA
1180,"2010","J",NA,NA,"winter",1
1180,"2010","Y",NA,NA,"summer",1
1095,"2010","Y",NA,NA,"winter",NA
1095,"2010",NA,NA,NA,"summer",NA
1181,"2010","J",NA,NA,"winter",0
1181,"2010",NA,NA,NA,"summer",NA
1182,"2010","J",NA,NA,"winter",0
1182,"2010",NA,NA,NA,"summer",NA
1099,"2010","Y",0,NA,"winter",1
1099,"2010","NRA",NA,NA,"summer",1
1100,"2010","Y",0,NA,"winter",1
1100,"2010","NRA",NA,NA,"summer",1
1101,"2010","Y",NA,NA,"winter",0
1101,"2010",NA,NA,NA,"summer",NA
1102,"2010","Y",NA,NA,"winter",0
1102,"2010",NA,NA,NA,"summer",NA
1105,"2010","Y",NA,NA,"winter",NA
1105,"2010",NA,NA,NA,"summer",NA
1106,"2010","Y",NA,NA,"winter",0
1106,"2010",NA,NA,NA,"summer",NA
1108,"2010","Y",0,NA,"winter",1
1108,"2010","NRA",NA,NA,"summer",1
1111,"2010","Y",0,NA,"winter",1
1111,"2010","NRA",NA,NA,"summer",1
1112,"2010","Y",NA,NA,"winter",0
1112,"2010",NA,NA,NA,"summer",NA
1183,"2010","J",NA,NA,"winter",1
1183,"2010","Y",NA,NA,"summer",1
1184,"2010","J",NA,NA,"winter",0
1184,"2010",NA,NA,NA,"summer",NA
1185,"2010","J",NA,NA,"winter",1
1185,"2010","Y",NA,NA,"summer",1
1186,"2010","J",NA,NA,"winter",0
1186,"2010",NA,NA,NA,"summer",NA
1187,"2010","J",NA,NA,"winter",0
1187,"2010",NA,NA,NA,"summer",NA
1188,"2010","J",NA,NA,"winter",0
1188,"2010",NA,NA,NA,"summer",NA
1189,"2010","J",NA,NA,"winter",0
1189,"2010",NA,NA,NA,"summer",NA
1190,"2010","J",NA,NA,"winter",1
1190,"2010","Y",NA,NA,"summer",1
1191,"2010","J",NA,NA,"winter",1
1191,"2010","Y",NA,NA,"summer",1
1192,"2010","J",NA,NA,"winter",0
1192,"2010",NA,NA,NA,"summer",NA
1116,"2010","Y",NA,NA,"winter",0
1116,"2010",NA,NA,NA,"summer",NA
1117,"2010","Y",0,NA,"winter",1
1117,"2010","NRA",NA,NA,"summer",1
1118,"2010","Y",NA,NA,"winter",NA
1118,"2010",NA,NA,NA,"summer",NA
1119,"2010","Y",NA,NA,"winter",0
1119,"2010",NA,NA,NA,"summer",NA
1121,"2010","Y",0,NA,"winter",1
1121,"2010","NRA",NA,NA,"summer",1
1122,"2010","Y",0,NA,"winter",1
1122,"2010","NRA",NA,NA,"summer",1
1123,"2010","Y",NA,NA,"winter",0
1123,"2010",NA,NA,NA,"summer",NA
1125,"2010","Y",NA,NA,"winter",1
1125,"2010",NA,NA,NA,"summer",0
